alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1750581426.0191,elite,100.41664590095,1742363673.1549,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752396149,1752833255.5866,80,http,http://185.221.160.66:80,false,437.14904785156,12296,893,93.229206156646,185.221.160.66
true,1751960991.0539,elite,100.94235392709,1742482987.9374,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752398106,1752833255.5616,80,http,http://170.114.45.160:80,false,344.34032440186,12200,811,93.766812696949,170.114.45.160
true,1750609359.3644,elite,101.3155699978,1742427849.7057,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",false,Vilnius,success,Europe/Vilnius,04347,1752424215,1752833255.5334,80,http,http://89.116.250.135:80,false,190.09232521057,12502,3962,75.93537414966,89.116.250.135
true,1750508626.3874,elite,96.492627140011,1720501664.4256,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Paris,Europe,EU,France,FR,,true,CLOUDFLARE,48.8566,2.35222,false,,false,Île-de-France,success,Europe/Paris,75000,1752323570,1752833255.5049,80,http,http://141.101.120.115:80,false,373.37207794189,12884,4318,74.898267643297,141.101.120.115
true,1750603054.2558,elite,99.990653366289,1742481285.4446,"AS397273 Render",RENDER,"San Francisco","North America",NA,"United States",US,"South of Market",false,Render,37.7775,-122.397,false,Render,false,California,success,America/Los_Angeles,94107,1752417798,1752833255.4276,80,http,http://216.24.57.242:80,false,545.82262039185,12506,3175,79.752566800587,216.24.57.242
true,1750609651.8568,elite,99.993798112435,1742941637.3427,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1752424384,1752833255.3661,80,http,http://69.84.182.108:80,false,527.90307998657,12523,3868,76.401683850894,69.84.182.108
true,1752833255.3209,elite,2897.5144270643,1697001954.0151,"AS48584 Sarnica-Net LTD",Sarnica-AS,Borino,Europe,EU,Bulgaria,BG,,false,"Sarnica-Net LTD",41.6805,24.2856,false,"Sarnica-Net LTD",true,Smolyan,success,Europe/Sofia,4824,1752709289,1752833255.3209,5678,socks4,socks4://78.128.124.108:5678,true,172.87445068359,14061,327858,4.112377492915,78.128.124.108
true,1750578049.9876,elite,100.17071063619,1742459412.1596,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",false,"New York",success,America/New_York,10013,1752392632,1752833255.2399,80,http,http://216.205.52.11:80,false,552.41799354553,12321,859,93.482549317147,216.205.52.11
true,1751958554.6521,elite,97.598271175207,1720480160.4513,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,"United Kingdom",GB,,true,"Cloudflare London, LLC",51.5072,-0.127586,false,"Invermae Solutions SL",false,England,success,Europe/London,W1B,1752319195,1752833255.1068,80,http,http://185.238.228.16:80,false,718.22643280029,12710,2223,85.113506997924,185.238.228.16
true,1750609730.3487,elite,99.639545217723,1742491632.6634,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752424567,1752833255.0973,80,http,http://45.67.215.81:80,false,808.34627151489,12520,3152,79.887697805003,45.67.215.81
true,1750603552.66,elite,99.514368421648,1742493406.7996,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752418111,1752833255.079,80,http,http://45.67.215.241:80,false,407.16290473938,12715,3368,79.058633339551,45.67.215.241
true,1750603130.0266,elite,98.961315949382,1742566617.5428,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1752417920,1752833255.0726,80,http,http://141.101.113.69:80,false,91.111183166504,12705,3301,79.376483818568,141.101.113.69
true,1751958712.2181,elite,99.340638913282,1742779371.5875,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1752319811,1752833255.0691,80,http,http://69.84.182.210:80,false,238.76190185547,12996,811,94.126167885855,69.84.182.210
true,1750603213.6775,elite,100.78740992805,1742460431.6072,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",false,"New York",success,America/New_York,10013,1752417744,1752833255.0304,80,http,http://216.205.52.73:80,false,947.32141494751,12430,3241,79.318486376109,216.205.52.73
true,1750573394.899,elite,99.166899652828,1742334170.6864,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1752388095,1752833255.006,80,http,http://102.177.176.19:80,false,675.80461502075,12182,897,93.14167749828,102.177.176.19
true,1750598931.3821,elite,100.73885441941,1742342051.923,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752414065,1752833254.4289,80,http,http://170.114.46.245:80,false,17.507553100586,12411,3258,79.207352096496,170.114.46.245
true,1750601049.4794,elite,97.137493840367,1742515554.9666,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752415896,1752833253.2085,80,http,http://170.114.46.240:80,false,60.983896255493,12808,8179,61.028255586792,170.114.46.240
true,1751958501.961,elite,100.65328448857,1742527673.521,"AS397273 Render",RENDER,"San Francisco","North America",NA,"United States",US,"South of Market",false,Render,37.7775,-122.397,false,Render,false,California,success,America/Los_Angeles,94107,1752415748,1752833253.1736,80,http,http://216.24.57.166:80,false,105.11445999146,12417,3039,80.337732919255,216.24.57.166
true,1750602943.4938,elite,100.11217787574,1742490731.0412,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752418220,1752833252.9556,80,http,http://170.114.45.242:80,false,134.07492637634,12367,3137,79.766511867905,170.114.45.242
true,1751960978.2738,elite,101.67376097147,1742511997.508,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752390683,1752833252.8788,80,http,http://185.221.160.126:80,false,24.308204650879,12322,700,94.624481646444,185.221.160.126
true,1750600685.9645,elite,99.943018960727,1742491291.2184,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Cloudflare London, LLC",1.35208,103.82,false,"Tang Dynastic Technology Pte. LTD",false,"North West",success,Asia/Singapore,858877,1752415745,1752833252.8098,80,http,http://45.8.211.102:80,false,41.291475296021,12481,3140,79.898854106651,45.8.211.102
true,1750601141.7846,elite,100.74530674174,1742333249.3034,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1752416045,1752833252.8086,80,http,http://102.177.176.221:80,false,117.17772483826,12494,3312,79.045931924586,102.177.176.221
true,1750602958.3662,elite,99.823941421599,1742499201.5116,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752418036,1752833252.646,80,http,http://185.221.160.235:80,false,17.121315002441,12640,3135,80.126782884311,185.221.160.235
true,1750609540.3569,elite,100.7685160757,1742355097.96,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",false,Vilnius,success,Europe/Vilnius,04347,1752424477,1752833252.6082,80,http,http://89.116.250.54:80,false,49.077987670898,12503,3258,79.328722796777,89.116.250.54
true,1750560541.618,elite,100.15908439248,1743004959.7723,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752375166,1752833252.37,80,http,http://45.67.215.75:80,false,169.7735786438,12380,992,92.581513610529,45.67.215.75
true,1752833252.222,transparent,6884.1861771292,1750615577.1496,"AS24435 Supernet Limited Transit Autonomous System Number",SUPERNET-PAKISTAN-AS-AP,Karachi,Asia,AS,Pakistan,PK,"Block 5",false,Supernet,24.827,67.0292,true,"Telecard Limited",true,Sindh,success,Asia/Karachi,,1752430173,1752833252.222,8080,http,http://116.0.53.34:8080,false,6184.5650672913,996,10587,8.5988085988086,116.0.53.34
true,1750621760.4465,elite,99.126373660108,1750621760.4465,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Po Kong",Asia,AS,"Hong Kong",HK,,true,"Cloudflare London, LLC",22.338,114.2,false,"SaiBo HongKong Co., Limited",false,"Wong Tai Sin",success,Asia/Hong_Kong,,1752436479,1752833252.0402,80,http,http://103.160.204.36:80,false,28.259515762329,12054,0,100,103.160.204.36
true,1751958580.823,elite,100.61560259648,1742335619.8992,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Po Kong",Asia,AS,"Hong Kong",HK,,true,"Cloudflare London, LLC",22.338,114.2,false,"SaiBo HongKong Co., Limited",false,"Wong Tai Sin",success,Asia/Hong_Kong,,1752372861,1752833251.9121,80,http,http://103.160.204.192:80,false,55.067777633667,12257,887,93.251673767498,103.160.204.192
true,1751960990.5395,elite,100.31312897342,1742441659.9655,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",false,Vilnius,success,Europe/Vilnius,04347,1752392517,1752833251.8887,80,http,http://89.116.250.170:80,false,30.316591262817,12522,898,93.308494783905,89.116.250.170
true,1750561654.6778,elite,101.52523940408,1742332899.4487,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Cloudflare London, LLC",1.35208,103.82,false,"Tang Dynastic Technology Pte. LTD",false,"North West",success,Asia/Singapore,858877,1752376665,1752833251.8699,80,http,http://45.8.211.183:80,false,195.51396369934,12390,902,93.213963286187,45.8.211.183
true,1750507705.5168,elite,97.943778616614,1720503152.8012,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1752322582,1752833251.7659,80,http,http://108.162.192.158:80,false,57.27219581604,13146,4301,75.348197397833,108.162.192.158
true,1750601189.1272,elite,101.00583069638,1742484217.8927,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752415744,1752833251.7471,80,http,http://170.114.45.41:80,false,197.52883911133,12274,3190,79.371443352302,170.114.45.41
true,1750507612.1995,elite,98.340904484235,1742764400.4196,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752322538,1752833251.5631,80,http,http://45.67.215.61:80,false,30.443906784058,12785,815,94.007352941176,45.67.215.61
true,1752306797.1538,elite,100.47593661585,1742335064.1299,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Po Kong",Asia,AS,"Hong Kong",HK,,true,"Cloudflare London, LLC",22.338,114.2,false,"SaiBo HongKong Co., Limited",false,"Wong Tai Sin",success,Asia/Hong_Kong,,1752417401,1752833251.523,80,http,http://103.160.204.108:80,false,166.26453399658,12395,3280,79.074960127592,103.160.204.108
true,1750603034.5016,elite,102.83748213067,1742391511.2641,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1752417743,1752833251.3367,80,http,http://69.84.182.209:80,false,19.999980926514,12534,3922,76.166747690812,69.84.182.209
true,1752306753.8712,elite,101.23069410175,1742478064.308,"AS397273 Render",RENDER,"San Francisco","North America",NA,"United States",US,"South of Market",false,Render,37.7775,-122.397,false,Render,false,California,success,America/Los_Angeles,94107,1752424741,1752833251.1808,80,http,http://216.24.57.130:80,false,190.73796272278,12284,3769,76.521522456862,216.24.57.130
true,1750609869.9997,elite,100.90779329679,1742475608.0856,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",false,"New York",success,America/New_York,10013,1752424632,1752833251.1578,80,http,http://216.205.52.121:80,false,61.529159545898,12274,3791,76.402116402116,216.205.52.121
true,1750600638.5424,elite,100.63697726237,1742392973.121,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",false,"New York",success,America/New_York,10013,1752415574,1752833251.1255,80,http,http://216.205.52.208:80,false,49.874782562256,12310,3938,75.763170851797,216.205.52.208
true,1751961123.184,elite,99.640271294662,1742479357.0828,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Cloudflare London, LLC",1.35208,103.82,false,"Tang Dynastic Technology Pte. LTD",false,"North West",success,Asia/Singapore,858877,1752417682,1752833251.0817,80,http,http://45.8.211.100:80,false,34.485340118408,12470,3194,79.609295199183,45.8.211.100
true,1752178494.7175,elite,98.094747975737,1742514082.4658,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752415620,1752833251.056,80,http,http://170.114.45.159:80,false,56.462526321411,12772,7929,61.697502536109,170.114.45.159
true,1750603229.3471,elite,98.499155940369,1742627662.8279,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",false,Florida,success,America/New_York,33487,1752539602,1752833250.9067,80,http,http://69.84.182.214:80,false,25.928974151611,12991,3628,78.169564955774,69.84.182.214
true,1750601104.0175,elite,101.54607404388,1742468227.7599,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752416081,1752833250.9026,80,http,http://185.221.160.84:80,false,93.51921081543,12563,3205,79.674023338407,185.221.160.84
true,1751961082.2935,elite,102.2185057464,1742470430.9646,"AS397273 Render",RENDER,"San Francisco","North America",NA,"United States",US,"South of Market",false,Render,37.7775,-122.397,false,Render,false,California,success,America/Los_Angeles,94107,1752418521,1752833250.6227,80,http,http://216.24.57.149:80,false,25.506496429443,12429,3212,79.464228629883,216.24.57.149
true,1750600875.4256,elite,100.19564241164,1742397202.1657,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752415669,1752833250.5724,80,http,http://185.221.160.39:80,false,56.829929351807,12369,3281,79.035143769968,185.221.160.39
true,1750603138.6126,elite,99.721461310569,1742444664.7651,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",false,California,success,America/Los_Angeles,95113,1752417871,1752833249.8513,80,http,http://170.114.46.13:80,false,136.7826461792,12244,3246,79.044544867657,170.114.46.13
true,1752178184.2442,elite,97.080175340667,1720503846.0332,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Paris,Europe,EU,France,FR,,true,CLOUDFLARE,48.8566,2.35222,false,,false,Île-de-France,success,Europe/Paris,75000,1752301476,1752833249.7496,80,http,http://141.101.120.148:80,false,88.566780090332,12748,1991,86.491620869801,141.101.120.148
true,1752832407.9457,elite,5847.4013654201,1749816096.5848,"AS8764 Telia Lietuva, AB",Telia-Lietuva,Kaunas,Europe,EU,Lithuania,LT,,false,"Telia Lietuva",54.9048,23.8958,false,"Telia Lietuva, AB",true,Kaunas,success,Europe/Vilnius,45009,1752235770,1752833249.3487,8080,http,http://85.206.93.105:8080,false,2549.0717887878,9856,5659,63.525620367386,85.206.93.105
true,1750506886.4051,elite,97.644657153709,1720503077.2871,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Paris,Europe,EU,France,FR,,true,CLOUDFLARE,48.8566,2.35222,false,,false,Île-de-France,success,Europe/Paris,75000,1752303539,1752833249.2653,80,http,http://141.101.120.143:80,false,58.255434036255,12750,2009,86.387966664408,141.101.120.143
true,1751958703.9227,elite,99.286216562224,1742429992.4503,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",false,Vilnius,success,Europe/Vilnius,04347,1752417640,1752833249.1969,80,http,http://89.116.250.193:80,false,25.794267654419,12602,3253,79.482812992747,89.116.250.193
true,1751958383.7913,elite,95.172086353819,1751707799.5741,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1752312906,1752833249.1481,80,http,http://108.162.194.250:80,false,30.511856079102,7010,1,99.985736699472,108.162.194.250
true,1750609243.4993,elite,99.949233078708,1742486028.6099,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752424063,1752833248.9811,80,http,http://185.221.160.118:80,false,29.71339225769,12289,3161,79.540453074434,185.221.160.118
true,1750600872.0119,elite,100.50304385649,1742333425.3456,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1752415756,1752833248.926,80,http,http://102.177.176.45:80,false,82.359075546265,12276,3283,78.899672215438,102.177.176.45
true,1750601112.0212,elite,100.18639921046,1742394948.281,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",false,"New York",success,America/New_York,10013,1752415881,1752833248.9134,80,http,http://216.205.52.14:80,false,143.95880699158,12400,3274,79.111905065714,216.205.52.14
true,1750609556.6616,elite,100.33330127942,1742420730.8409,"AS397273 Render",RENDER,"San Francisco","North America",NA,"United States",US,"South of Market",false,Render,37.7775,-122.397,false,Render,false,California,success,America/Los_Angeles,94107,1752424313,1752833248.9061,80,http,http://216.24.57.11:80,false,24.980545043945,12269,4024,75.302277051494,216.24.57.11
true,1750602908.7185,elite,99.453748626715,1742385896.7469,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",false,"New York",success,America/New_York,10013,1752417462,1752833248.8278,80,http,http://216.205.52.55:80,false,39.139270782471,12679,3437,78.67336808141,216.205.52.55
true,1751960984.8464,elite,101.46548325,1742444592.0852,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",false,Moscow,success,Europe/Moscow,,1752391553,1752833248.8113,80,http,http://185.221.160.16:80,false,26.420831680298,12317,882,93.317675581483,185.221.160.16
true,1751706607.4113,elite,142.35404085804,1751706607.4113,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Ashburn,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",39.0438,-77.4874,false,"Cloudflare, Inc.",false,Virginia,success,America/New_York,20149,1752311630,1752833248.7503,80,http,http://108.162.198.206:80,false,161.7739200592,7017,0,100,108.162.198.206
true,1751959179.7894,elite,102.04847708705,1742533334.0594,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752415152,1752833248.6064,80,http,http://45.67.215.232:80,false,37.660598754883,12427,3017,80.464905464905,45.67.215.232
true,1751958480.4792,elite,97.348986148247,1742806540.8294,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",false,Vilnius,success,Europe/Vilnius,04347,1752324102,1752833248.5322,80,http,http://89.116.250.206:80,false,33.120155334473,12996,3142,80.530425083653,89.116.250.206
true,1750600738.7396,elite,100.21367654841,1742470225.5677,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",false,"New York",success,America/New_York,10013,1752415310,1752833248.5289,80,http,http://216.205.52.139:80,false,58.598518371582,12328,3231,79.233883925702,216.205.52.139
true,1751958441.978,elite,98.972773250145,1742383324.7792,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0247,82.9259,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630075,1752371979,1752833248.4476,80,http,http://45.67.215.50:80,false,93.433141708374,12404,897,93.256146154424,45.67.215.50
true,1750603453.8717,elite,100.15293099821,1742382530.4839,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",false,Vilnius,success,Europe/Vilnius,04347,1752418357,1752833248.3171,80,http,http://89.116.250.112:80,false,50.123929977417,12811,3298,79.526972499845,89.116.250.112
true,1750602925.6739,elite,102.18724142034,1742483530.2305,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Stretford,Europe,EU,"United Kingdom",GB,,true,"Cloudflare London, LLC",53.4482,-2.30047,false,"Dream Cloud Innovation Limited",false,England,success,Europe/London,"M32 8JT",1752417718,1752833248.144,80,http,http://91.193.58.150:80,false,19.743204116821,12698,3184,79.95214708475,91.193.58.150
true,1751958471.516,elite,101.48387130237,1742332811.8133,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Po Kong",Asia,AS,"Hong Kong",HK,,true,"Cloudflare London, LLC",22.338,114.2,false,"SaiBo HongKong Co., Limited",false,"Wong Tai Sin",success,Asia/Hong_Kong,,1752389520,1752833248.0564,80,http,http://103.160.204.101:80,false,66.776514053345,12239,899,93.157253767697,103.160.204.101
true,1752833247.8591,transparent,6848.0835487316,1750609544.1657,"AS139963 PT.MURNI MAKMUR ABADI",STATIONHOTSPOT-AS-ID,"Wakduwa’ Barat",Asia,AS,Indonesia,ID,,false,"PT.MURNI MAKMUR ABADI",-6.9394,113.527,false,,true,"East Java",success,Asia/Jakarta,,1752428358,1752833247.8591,1111,http,http://103.147.134.85:1111,false,11612.916946411,1079,10990,8.9402601706852,103.147.134.85
true,1751961309.3076,elite,100.67444720348,1720503241.538,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1752331919,1752833247.8527,80,http,http://108.162.192.96:80,false,23.112773895264,12895,1939,86.928677362815,108.162.192.96
true,1751960897.5874,elite,94.546188627994,1720503636,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Paris,Europe,EU,France,FR,,true,CLOUDFLARE,48.8566,2.35222,false,,false,Île-de-France,success,Europe/Paris,75000,1752504144,1752833247.8496,80,http,http://141.101.120.192:80,false,54.174423217773,13313,5371,71.253478912438,141.101.120.192
true,1750506619.3486,elite,99.502846118682,1737578954.2032,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1752302226,1752833247.8232,80,http,http://108.162.193.71:80,false,54.55470085144,13012,1184,91.659622428853,108.162.193.71
true,1750507697.2646,elite,99.310564461739,1720503336.6599,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Paris,Europe,EU,France,FR,,true,CLOUDFLARE,48.8566,2.35222,false,,false,Île-de-France,success,Europe/Paris,75000,1752322441,1752833247.8194,80,http,http://141.101.120.175:80,false,56.291818618774,12702,1923,86.851282051282,141.101.120.175
